w_date,tmax,tmin,tavg,rain,relhumid,wind,srad
2040-07-19,21.2,15.0,18.1,2.7,68.0,2.6,13.1
2040-07-20,21.9,13.7,17.799999999999997,0.0,56.0,1.9,18.8
2040-07-21,21.6,10.0,15.8,0.0,66.0,1.3,15.1
2040-07-22,23.7,11.5,17.6,0.7,68.0,1.3,13.5
2040-07-23,25.8,13.0,19.4,0.0,51.0,1.3,23.9
2040-07-24,27.4,11.2,19.299999999999997,0.0,37.0,1.3,25.0
2040-07-25,28.4,13.2,20.799999999999997,0.0,47.0,0.6,22.2
2040-07-26,28.6,14.1,21.35,0.0,45.0,1.9,24.5
2040-07-27,27.5,14.1,20.8,0.0,39.0,2.6,24.8
2040-07-28,29.3,13.3,21.3,0.0,37.0,1.9,24.7
2040-07-29,30.7,13.8,22.25,0.0,38.0,1.3,23.6
2040-07-30,31.2,15.8,23.5,0.0,37.0,1.3,20.3
2040-07-31,31.4,14.9,23.15,0.0,37.0,0.6,20.8
2040-08-01,29.5,15.3,22.4,0.0,42.0,1.3,21.1
2040-08-02,28.7,13.3,21.0,0.0,39.0,1.3,21.1
2040-08-03,24.4,15.6,20.0,3.8,76.0,0.6,11.3
2040-08-04,26.5,14.0,20.25,0.0,47.0,1.9,17.9
2040-08-05,24.7,17.2,20.95,0.1,68.0,1.9,10.7
2040-08-06,22.7,18.2,20.45,8.5,72.0,1.9,10.6
2040-08-07,24.0,10.0,17.0,0.6,47.0,0.6,18.8
2040-08-08,19.7,15.9,17.8,0.7,88.0,1.9,5.1
2040-08-09,16.1,13.1,14.600000000000001,6.5,86.0,1.9,4.7
2040-08-10,17.2,12.2,14.7,0.5,82.0,0.6,8.2
2040-08-11,22.5,10.1,16.3,4.9,61.0,0.6,14.8
2040-08-12,25.7,16.7,21.2,0.0,59.0,2.6,15.9
2040-08-13,26.4,16.6,21.5,0.0,47.0,2.6,17.0
2040-08-14,26.3,12.7,19.5,0.0,49.0,1.3,17.2
2040-08-15,25.5,11.7,18.6,2.0,64.0,1.3,13.9
2040-08-16,22.0,10.4,16.2,0.0,43.0,2.6,21.9
2040-08-17,17.9,6.3,12.1,0.0,61.0,1.9,8.9
2040-08-18,22.8,10.3,16.55,0.0,37.0,1.3,20.0
2040-08-19,24.5,6.6,15.55,0.0,37.0,1.3,21.6
2040-08-20,21.8,8.0,14.9,6.6,48.0,3.2,14.1
2040-08-21,19.1,15.3,17.200000000000003,11.5,87.0,2.6,10.0
2040-08-22,19.6,11.7,15.65,2.3,68.0,2.6,10.9
2040-08-23,18.1,8.5,13.3,0.0,57.0,1.9,8.3
2040-08-24,17.4,10.6,14.0,0.0,59.0,1.3,9.4
2040-08-25,17.8,8.3,13.05,0.7,60.0,1.9,10.8
2040-08-26,18.8,10.2,14.5,0.0,56.0,1.9,14.5
2040-08-27,18.1,11.0,14.55,0.0,54.0,1.3,14.7
2040-08-28,15.0,10.3,12.65,28.3,71.0,3.2,4.7
2040-08-29,19.1,13.4,16.25,0.1,61.0,2.6,13.0
2040-08-30,15.1,11.0,13.05,0.1,71.0,2.6,5.1
2040-08-31,16.8,4.4,10.600000000000001,0.0,42.0,1.9,19.0
2040-09-01,20.2,2.6,11.4,0.0,37.0,1.3,18.6
2040-09-02,19.4,3.8,11.6,8.4,41.0,1.3,17.7
2040-09-03,20.3,13.4,16.85,0.9,69.0,2.6,7.5
2040-09-04,14.3,6.7,10.5,11.8,95.0,1.9,1.7
2040-09-05,19.3,9.2,14.25,0.0,55.0,1.3,12.7
2040-09-06,18.6,14.0,16.3,1.3,70.0,1.3,8.2
2040-09-07,18.5,13.5,16.0,0.0,78.0,2.6,5.0
2040-09-08,22.1,15.5,18.8,0.0,64.0,3.2,14.0
2040-09-09,20.9,14.7,17.799999999999997,2.8,80.0,3.8,7.3
2040-09-10,18.3,13.1,15.7,0.7,58.0,3.2,8.3
2040-09-11,18.7,11.4,15.05,0.1,58.0,1.9,12.9
2040-09-12,19.0,10.3,14.65,0.0,52.0,1.3,12.2
2040-09-13,16.9,5.5,11.2,5.4,90.0,2.6,4.5
2040-09-14,15.6,11.9,13.75,4.1,90.0,1.9,5.5
2040-09-15,18.3,12.9,15.600000000000001,0.1,78.0,1.3,7.2
2040-09-16,17.2,9.0,13.1,0.1,66.0,1.9,9.1
2040-09-17,18.3,3.6,10.950000000000001,0.0,54.0,1.3,11.6
2040-09-18,16.1,10.6,13.350000000000001,0.0,72.0,1.9,7.8
2040-09-19,16.0,5.5,10.75,0.1,71.0,0.6,5.8
2040-09-20,18.0,11.6,14.8,1.5,74.0,1.3,5.2
2040-09-21,14.2,11.6,12.899999999999999,11.3,95.0,1.3,1.2
2040-09-22,15.9,8.9,12.4,0.0,59.0,1.3,10.2
2040-09-23,18.7,9.9,14.3,0.0,65.0,1.9,7.2
2040-09-24,12.7,1.1,6.8999999999999995,0.0,44.0,0.6,9.7
2040-09-25,14.1,1.8,7.95,0.3,63.0,1.3,5.6
2040-09-26,14.8,10.5,12.65,0.1,83.0,1.3,3.4
2040-09-27,13.7,10.7,12.2,0.0,75.0,0.6,2.9
2040-09-28,14.6,8.4,11.5,0.0,69.0,0.6,4.9
2040-09-29,14.1,9.4,11.75,0.0,66.0,2.6,8.7
2040-09-30,11.0,7.3,9.15,8.5,80.0,3.2,2.7
2040-10-01,11.4,9.5,10.45,1.5,94.0,1.9,1.6
2040-10-02,15.3,7.7,11.5,4.4,70.0,2.6,5.5
2040-10-03,10.6,7.7,9.15,0.0,81.0,1.9,2.7
2040-10-04,11.9,7.8,9.85,0.7,80.0,1.9,3.6
2040-10-05,12.1,8.1,10.1,0.0,75.0,1.9,4.6
2040-10-06,10.5,6.9,8.7,1.6,79.0,2.6,2.7
2040-10-07,10.8,8.7,9.75,18.4,85.0,4.5,0.8
2040-10-08,13.9,9.5,11.7,3.1,71.0,3.8,5.1
2040-10-09,13.7,9.6,11.649999999999999,3.4,77.0,3.8,4.9
2040-10-10,13.3,9.1,11.2,0.4,79.0,2.6,4.4
2040-10-11,11.5,9.4,10.45,13.8,91.0,2.6,1.2
2040-10-12,12.1,9.7,10.899999999999999,9.9,92.0,3.8,0.8
2040-10-13,12.2,11.2,11.7,17.6,91.0,3.2,0.8
2040-10-14,11.4,9.7,10.55,3.8,94.0,1.9,1.4
2040-10-15,10.1,8.2,9.149999999999999,8.9,90.0,2.6,0.7
2040-10-16,10.3,6.9,8.600000000000001,0.3,94.0,1.9,0.6
2040-10-17,7.1,-0.5,3.3,0.0,67.0,2.6,5.5
2040-10-18,13.6,4.0,8.8,2.9,78.0,4.5,1.7
2040-10-19,14.0,9.8,11.9,0.0,79.0,3.8,1.9
2040-10-20,11.0,7.4,9.2,6.9,65.0,3.2,3.8
2040-10-21,8.2,4.6,6.3999999999999995,0.0,76.0,1.9,3.5
2040-10-22,7.5,2.5,5.0,1.0,72.0,2.6,4.9
2040-10-23,6.4,-0.9,2.75,0.2,63.0,0.6,5.5
2040-10-24,4.2,-1.3,1.4500000000000002,6.1,77.0,3.2,2.1
2040-10-25,2.3,0.9,1.5999999999999999,11.0,91.0,3.2,1.7
2040-10-26,1.0,-3.1,-1.05,5.2,67.0,5.1,2.8
2040-10-27,3.0,-7.6,-2.3,5.0,77.0,2.6,5.1
2040-10-28,4.2,0.9,2.5500000000000003,2.9,95.0,1.9,0.9
2040-10-29,2.9,1.6,2.25,0.4,87.0,1.9,1.0
2040-10-30,1.9,-5.4,-1.7500000000000002,0.4,71.0,3.2,3.1
2040-10-31,0.9,-10.8,-4.95,0.0,84.0,1.3,4.5
2040-11-01,1.9,-12.9,-5.5,0.0,79.0,0.6,4.4
2040-11-02,4.0,-8.5,-2.25,0.0,76.0,1.9,4.9
2040-11-03,2.9,-2.9,0.0,0.0,74.0,1.3,3.2
2040-11-04,3.4,-1.8,0.7999999999999999,0.0,88.0,1.3,1.3
2040-11-05,3.4,-5.6,-1.0999999999999999,0.1,83.0,1.9,3.5
2040-11-06,6.1,-6.1,0.0,0.0,89.0,1.9,1.5
2040-11-07,2.9,-3.5,-0.30000000000000004,0.0,70.0,1.9,2.6
2040-11-08,2.8,-6.7,-1.9500000000000002,1.2,86.0,2.6,1.0
2040-11-09,2.9,-1.2,0.85,1.2,84.0,1.9,1.5
2040-11-10,0.2,-5.1,-2.4499999999999997,0.5,82.0,3.2,1.6
2040-11-11,-4.1,-10.1,-7.1,0.1,59.0,1.3,2.5
2040-11-12,-4.9,-14.5,-9.7,1.8,82.0,1.9,1.7
2040-11-13,1.4,-5.0,-1.8,3.2,87.0,2.6,0.7
2040-11-14,2.1,-2.8,-0.34999999999999987,1.9,91.0,2.6,1.0
2040-11-15,1.9,0.5,1.2,2.5,93.0,2.6,0.9
2040-11-16,5.1,1.5,3.3,7.9,93.0,3.8,0.5
2040-11-17,5.2,-0.4,2.4,12.9,83.0,1.9,2.5
2040-11-18,7.5,0.1,3.8,25.4,92.0,1.9,0.4
2040-11-19,6.8,-4.1,1.35,1.6,81.0,5.1,1.2
2040-11-20,0.3,-10.2,-4.949999999999999,5.6,89.0,1.9,2.1
2040-11-21,7.6,-1.0,3.3,21.0,90.0,5.8,0.2
2040-11-22,5.7,0.0,2.85,6.9,75.0,1.9,1.3
2040-11-23,7.7,3.4,5.55,0.2,94.0,2.6,0.3
2040-11-24,6.1,-1.0,2.55,0.4,72.0,3.2,1.6
2040-11-25,-0.1,-5.3,-2.6999999999999997,0.1,61.0,1.9,1.7
2040-11-26,-5.1,-9.4,-7.25,0.1,76.0,1.3,1.7
2040-11-27,-5.2,-12.5,-8.85,0.1,83.0,1.9,1.2
2040-11-28,-3.5,-11.3,-7.4,5.6,85.0,2.6,0.4
2040-11-29,-5.1,-15.5,-10.3,0.0,76.0,3.2,1.5
2040-11-30,-9.0,-19.3,-14.15,0.9,84.0,1.3,1.2
2040-12-01,3.0,-9.1,-3.05,2.0,92.0,3.2,0.5
2040-12-02,4.0,1.2,2.6,1.1,91.0,2.6,0.3
2040-12-03,3.3,-5.2,-0.9500000000000002,0.4,81.0,2.6,0.3
2040-12-04,-4.8,-9.9,-7.35,0.4,79.0,3.2,0.6
2040-12-05,-9.5,-16.8,-13.15,0.2,86.0,0.6,1.0
2040-12-06,-8.2,-17.2,-12.7,0.9,89.0,0.6,0.7
2040-12-07,-10.0,-16.2,-13.1,0.6,85.0,1.3,0.8
2040-12-08,-5.3,-13.9,-9.6,0.2,87.0,1.3,1.1
2040-12-09,3.2,-5.3,-1.0499999999999998,3.0,89.0,2.6,0.3
2040-12-10,2.8,-10.0,-3.6,0.2,90.0,1.3,0.6
2040-12-11,-3.6,-17.9,-10.75,0.1,83.0,1.3,0.8
2040-12-12,-3.7,-9.7,-6.699999999999999,0.8,90.0,1.9,0.7
2040-12-13,6.0,-6.3,-0.1499999999999999,8.4,97.0,3.8,0.1
2040-12-14,5.7,1.5,3.6,5.1,92.0,1.9,0.2
2040-12-15,3.3,-0.4,1.45,10.2,94.0,2.6,0.2
2040-12-16,4.4,-5.6,-0.5999999999999996,0.9,87.0,2.6,0.4
2040-12-17,-0.1,-13.1,-6.6,0.0,87.0,2.6,1.2
2040-12-18,4.5,0.0,2.25,0.0,77.0,6.4,0.1
2040-12-19,2.6,-2.9,-0.1499999999999999,0.3,79.0,3.8,0.2
2040-12-20,2.3,-3.0,-0.3500000000000001,0.8,88.0,1.9,0.3
2040-12-21,1.6,-0.7,0.45000000000000007,13.8,92.0,3.2,0.2
2040-12-22,2.2,0.8,1.5,2.9,98.0,1.9,0.2
2040-12-23,3.2,1.2,2.2,1.8,92.0,2.6,0.2
2040-12-24,3.0,0.5,1.75,4.7,91.0,1.9,0.4
2040-12-25,2.7,-0.3,1.2000000000000002,0.0,90.0,2.6,0.8
2040-12-26,1.5,-2.0,-0.25,0.6,92.0,1.3,0.3
2040-12-27,1.1,-2.4,-0.6499999999999999,1.2,91.0,1.9,0.3
2040-12-28,2.5,-4.7,-1.1,2.2,88.0,3.2,0.3
2040-12-29,5.6,-1.2,2.1999999999999997,1.3,85.0,3.8,0.7
2040-12-30,6.5,0.8,3.65,0.0,52.0,3.8,1.0
2040-12-31,2.6,-1.6,0.5,10.1,85.0,2.6,0.3
2041-01-01,2.4,-0.6,0.8999999999999999,2.2,95.0,2.6,0.4
2041-01-02,-0.4,-7.4,-3.9000000000000004,0.0,90.0,1.3,1.2
2041-01-03,-1.6,-11.1,-6.35,4.1,97.0,1.3,0.7
2041-01-04,-1.8,-11.2,-6.5,1.6,93.0,1.3,0.8
2041-01-05,-6.9,-18.9,-12.899999999999999,0.1,88.0,1.3,0.9
2041-01-06,-18.0,-25.8,-21.9,0.1,84.0,0.6,1.3
2041-01-07,-14.3,-27.0,-20.65,0.1,85.0,0.6,1.1
2041-01-08,-0.1,-19.1,-9.600000000000001,1.2,90.0,3.2,0.8
2041-01-09,4.1,-0.1,1.9999999999999998,9.6,100.0,3.2,0.2
