w_date,tmax,tmin,tavg,rain,relhumid,wind,srad
2040-01-01,2.3,0.4,1.3499999999999999,2.5,92.0,1.3,0.3
2040-01-02,0.5,-1.4,-0.44999999999999996,2.9,87.0,3.2,0.5
2040-01-03,-0.5,-1.8,-1.15,3.4,86.0,3.8,0.4
2040-01-04,-0.9,-3.4,-2.15,0.0,91.0,0.6,0.4
2040-01-05,-2.8,-9.0,-5.9,0.3,87.0,1.3,0.5
2040-01-06,1.5,-6.6,-2.55,0.9,91.0,2.6,0.4
2040-01-07,2.4,0.8,1.6,4.0,92.0,1.9,0.4
2040-01-08,1.8,-1.2,0.30000000000000004,0.6,88.0,1.9,0.5
2040-01-09,-0.5,-1.3,-0.9,1.2,92.0,1.3,0.3
2040-01-10,-0.5,-10.5,-5.5,0.1,85.0,1.3,0.8
2040-01-11,1.6,-5.8,-2.0999999999999996,0.1,83.0,1.3,0.5
2040-01-12,1.5,-0.7,0.4,0.0,83.0,1.9,0.4
2040-01-13,3.2,-0.5,1.35,0.0,89.0,2.6,0.7
2040-01-14,5.7,3.7,4.7,0.0,82.0,3.2,0.5
2040-01-15,5.4,-2.1,1.6500000000000001,0.1,80.0,2.6,0.7
2040-01-16,-2.4,-11.4,-6.9,0.9,72.0,1.9,1.4
2040-01-17,2.7,-15.4,-6.35,0.0,85.0,2.6,0.6
2040-01-18,4.8,1.2,3.0,0.0,77.0,2.6,1.4
2040-01-19,1.0,-10.4,-4.7,0.0,86.0,0.6,1.7
2040-01-20,0.7,-11.2,-5.25,0.0,89.0,1.3,1.2
2040-01-21,0.7,-3.1,-1.2000000000000002,0.1,86.0,1.9,1.0
2040-01-22,-1.7,-3.9,-2.8,0.4,90.0,1.9,0.6
2040-01-23,-1.6,-3.7,-2.6500000000000004,0.9,85.0,2.6,0.5
2040-01-24,-4.1,-12.2,-8.149999999999999,1.5,79.0,3.8,1.3
2040-01-25,-12.1,-15.3,-13.7,0.3,74.0,3.2,1.4
2040-01-26,-15.3,-20.5,-17.9,0.7,74.0,1.3,2.0
2040-01-27,-8.7,-19.4,-14.049999999999999,0.1,83.0,1.9,2.2
2040-01-28,-9.2,-20.3,-14.75,0.1,77.0,1.9,2.4
2040-01-29,-0.3,-9.4,-4.8500000000000005,2.0,81.0,3.2,1.0
2040-01-30,-7.1,-20.1,-13.600000000000001,0.0,78.0,1.9,2.8
2040-01-31,-13.0,-24.3,-18.65,0.0,83.0,0.6,2.5
2040-02-01,-13.5,-25.8,-19.65,0.0,78.0,1.3,1.8
2040-02-02,-6.4,-21.6,-14.0,0.4,81.0,1.9,2.6
2040-02-03,1.4,-8.5,-3.55,0.9,87.0,2.6,1.9
2040-02-04,0.1,-5.6,-2.75,0.1,88.0,1.3,1.9
2040-02-05,-3.0,-9.2,-6.1,0.1,87.0,0.6,3.0
2040-02-06,-1.7,-9.3,-5.5,0.4,84.0,1.9,2.5
2040-02-07,-7.8,-10.8,-9.3,1.1,84.0,1.9,1.9
2040-02-08,-9.3,-16.0,-12.65,0.1,83.0,1.9,3.0
2040-02-09,-13.9,-19.9,-16.9,0.0,83.0,1.3,3.2
2040-02-10,-13.2,-22.7,-17.95,0.0,80.0,1.3,3.5
2040-02-11,-9.0,-22.0,-15.5,0.0,74.0,1.3,3.7
2040-02-12,-7.9,-19.8,-13.850000000000001,0.1,79.0,0.6,3.8
2040-02-13,-0.5,-17.1,-8.8,1.8,87.0,2.6,1.7
2040-02-14,4.3,0.3,2.3,0.7,89.0,3.2,0.9
2040-02-15,5.7,4.5,5.1,2.1,96.0,3.8,1.3
2040-02-16,5.6,1.7,3.65,0.1,85.0,3.2,0.8
2040-02-17,1.3,-4.7,-1.7000000000000002,0.0,72.0,1.9,4.8
2040-02-18,2.0,-13.7,-5.85,0.0,85.0,2.6,2.5
2040-02-19,2.9,1.1,2.0,0.7,90.0,3.2,1.7
2040-02-20,3.5,2.6,3.05,0.0,91.0,1.9,2.5
2040-02-21,2.0,-0.8,0.6,0.1,94.0,0.6,3.1
2040-02-22,1.5,-1.2,0.15000000000000002,0.0,94.0,1.9,2.2
2040-02-23,1.5,0.6,1.05,0.0,94.0,2.6,2.4
2040-02-24,2.8,-2.4,0.19999999999999996,0.0,91.0,0.6,5.4
