w_date,tmax,tmin,tavg,rain,relhumid,wind,srad
1980-01-01,13.2,2.0,7.6,0.0,68.7,6.1,7.5
1980-01-02,12.2,-0.2,6.0,0.0,51.5,6.7,9.0
1980-01-03,6.0,-3.2,1.4,0.0,43.6,4.1,9.4
1980-01-04,7.6,-4.0,1.7999999999999998,0.0,59.3,4.1,9.4
1980-01-05,11.4,-2.2,4.6,0.0,66.8,1.9,9.0
1980-01-06,8.4,-2.8,2.8000000000000003,0.0,61.3,1.7,8.9
1980-01-07,5.8,-3.6,1.0999999999999999,0.0,65.6,0.3,8.6
1980-01-08,-0.2,-5.2,-2.7,1.2,73.2,0.3,3.1
1980-01-09,3.0,-0.8,1.1,0.4,65.9,0.6,3.1
1980-01-10,7.0,-0.4,3.3,0.0,65.4,0.6,6.2
1980-01-11,8.2,-2.2,2.9999999999999996,0.0,58.3,4.2,8.5
1980-01-12,4.0,-5.0,-0.5,0.0,58.4,0.6,9.8
1980-01-13,-2.2,-4.6,-3.4,0.2,60.4,1.9,3.2
1980-01-14,8.4,-2.8,2.8000000000000003,0.0,62.1,1.9,4.8
1980-01-15,6.4,-2.2,2.1,0.0,64.5,2.2,9.7
1980-01-16,6.8,-5.0,0.8999999999999999,0.0,60.3,0.6,9.6
1980-01-17,1.6,-4.4,-1.4000000000000001,0.0,71.0,1.1,3.3
1980-01-18,3.6,-6.2,-1.3,0.0,67.8,0.3,7.3
1980-01-19,6.2,-6.4,-0.10000000000000009,0.0,61.6,0.3,7.0
1980-01-20,8.8,-2.6,3.1000000000000005,0.0,65.8,0.3,9.7
1980-01-21,8.2,-2.4,2.8999999999999995,0.0,67.0,0.6,7.2
1980-01-22,13.4,-0.2,6.6000000000000005,0.0,63.0,1.4,10.6
1980-01-23,13.4,2.6,8.0,0.2,64.2,1.1,6.6
1980-01-24,9.6,4.0,6.8,0.0,57.3,0.3,5.0
1980-01-25,12.6,1.6,7.1,0.0,75.1,0.3,5.9
1980-01-26,8.0,0.4,4.2,0.0,70.4,0.6,3.6
1980-01-27,10.6,-0.6,5.0,0.0,62.1,0.8,5.7
1980-01-28,10.2,1.8,6.0,0.0,76.0,1.1,6.7
1980-01-29,8.2,-1.2,3.4999999999999996,0.0,72.2,0.6,8.0
1980-01-30,4.0,2.4,3.2,0.5,70.6,1.1,3.8
1980-01-31,7.6,2.4,5.0,2.6,93.9,1.7,4.7
1980-02-01,11.0,4.0,7.5,0.0,54.1,8.1,10.8
1980-02-02,11.8,-0.6,5.6000000000000005,0.0,62.4,3.1,9.7
1980-02-03,14.0,5.0,9.5,0.0,62.5,1.4,11.4
1980-02-04,18.4,6.2,12.299999999999999,0.0,63.3,1.9,11.8
1980-02-05,19.0,3.6,11.3,0.0,64.1,1.1,11.8
1980-02-06,15.2,2.2,8.7,0.0,67.1,1.9,11.9
1980-02-07,14.2,5.2,9.7,0.0,55.9,2.2,12.3
1980-02-08,17.4,1.2,9.299999999999999,0.0,59.1,1.9,12.5
1980-02-09,14.4,1.4,7.9,0.3,80.6,1.7,10.2
1980-02-10,8.6,2.6,5.6,2.2,75.8,0.6,4.6
1980-02-11,11.6,-1.4,5.1,0.0,52.3,1.4,13.0
1980-02-12,12.0,-1.8,5.1,0.0,42.0,1.0,13.1
1980-02-13,12.0,-2.8,4.6,0.0,47.7,0.6,12.6
1980-02-14,11.6,-1.4,5.1,0.0,64.2,0.3,11.4
1980-02-15,12.8,1.4,7.1000000000000005,0.0,69.1,0.3,11.9
1980-02-16,16.2,4.8,10.5,0.0,53.7,2.8,9.7
1980-02-17,15.6,-1.6,7.0,0.0,52.5,1.4,14.3
1980-02-18,15.4,-0.8,7.3,0.0,52.4,0.8,14.0
1980-02-19,11.2,1.8,6.5,1.0,65.0,2.8,6.7
1980-02-20,8.4,5.8,7.1,0.4,90.0,5.6,4.8
1980-02-21,10.4,6.4,8.4,0.0,75.3,3.1,4.8
1980-02-22,10.4,6.4,8.4,0.0,89.8,0.6,4.9
1980-02-23,13.4,5.4,9.4,0.0,75.1,1.3,8.0
1980-02-24,14.2,7.8,11.0,0.8,89.6,1.9,7.9
1980-02-25,12.4,7.2,9.8,1.7,88.9,1.1,5.7
1980-02-26,7.4,4.0,5.7,0.8,95.1,1.4,5.1
1980-02-27,9.4,1.5,5.45,0.0,50.7,1.4,12.0
1980-02-28,10.0,-0.6,4.7,0.0,56.7,1.1,11.4
1980-02-29,7.4,-2.0,2.7,0.2,49.0,0.6,9.0
1980-03-01,9.0,-2.6,3.2,0.0,48.6,0.7,9.9
1980-03-02,13.4,0.4,6.9,0.0,65.7,0.7,12.0
1980-03-03,12.2,0.6,6.3999999999999995,0.0,62.1,1.1,8.3
1980-03-04,11.6,1.6,6.6,0.1,64.8,1.4,12.2
1980-03-05,12.6,5.6,9.1,0.0,61.2,1.7,10.9
1980-03-06,15.4,2.0,8.7,0.0,60.9,1.1,8.6
1980-03-07,13.4,5.0,9.2,0.0,50.3,5.6,17.5
1980-03-08,12.0,4.0,8.0,0.0,54.2,9.7,17.4
1980-03-09,16.0,5.0,10.5,0.0,50.1,7.5,17.5
1980-03-10,13.6,1.4,7.5,0.0,52.8,1.4,16.3
1980-03-11,15.0,0.8,7.9,0.0,50.7,3.1,17.5
1980-03-12,15.4,2.0,8.7,0.0,52.6,2.8,16.7
1980-03-13,8.6,1.2,4.8999999999999995,0.0,69.0,8.6,12.2
1980-03-14,8.8,0.0,4.4,0.0,44.6,7.5,17.7
1980-03-15,11.6,-2.0,4.8,0.0,48.6,4.4,17.1
1980-03-16,15.0,-1.8,6.6,0.0,53.5,2.2,18.2
1980-03-17,14.0,0.0,7.0,0.0,55.0,0.6,18.8
1980-03-18,14.8,1.2,8.0,0.0,57.4,3.3,17.0
1980-03-19,11.0,4.4,7.7,6.7,85.2,1.9,6.5
1980-03-20,11.6,1.4,6.5,0.0,51.0,2.8,16.5
1980-03-21,11.4,1.2,6.3,14.4,45.3,0.6,13.9
1980-03-22,11.2,3.4,7.3,0.0,49.8,6.7,14.5
1980-03-23,12.8,1.0,6.9,0.0,46.8,3.1,20.6
1980-03-24,15.4,0.0,7.7,0.0,50.6,1.7,20.5
1980-03-25,14.0,5.2,9.6,0.2,48.1,3.6,19.3
1980-03-26,17.0,6.0,11.5,0.2,61.1,1.4,16.4
1980-03-27,18.2,9.6,13.899999999999999,0.0,50.9,1.4,12.5
1980-03-28,21.2,8.6,14.899999999999999,0.0,49.0,3.1,18.9
1980-03-29,18.0,10.0,14.0,0.0,69.5,3.3,12.2
1980-03-30,18.4,6.4,12.399999999999999,0.0,47.4,2.5,21.2
1980-03-31,25.0,5.2,15.1,0.0,56.5,0.6,21.6
1980-04-01,25.0,9.8,17.4,0.0,49.5,3.3,20.9
1980-04-02,17.6,9.6,13.600000000000001,0.0,47.1,3.9,20.8
1980-04-03,17.4,5.0,11.2,0.0,48.0,2.2,22.5
1980-04-04,17.2,4.2,10.7,0.0,39.2,3.3,22.8
1980-04-05,14.0,2.4,8.2,0.0,38.3,0.3,22.4
1980-04-06,14.6,1.6,8.1,0.0,40.4,1.7,21.5
1980-04-07,14.4,2.4,8.4,0.0,42.4,1.7,22.4
1980-04-08,15.2,2.2,8.7,0.0,47.3,3.9,12.9
1980-04-09,16.0,1.6,8.8,0.0,39.0,3.1,23.4
1980-04-10,16.0,-1.0,7.5,0.0,39.9,1.4,21.6
1980-04-11,17.4,1.8,9.6,0.0,46.5,3.9,22.3
1980-04-12,15.2,2.4,8.799999999999999,0.0,48.1,3.6,10.8
