// Jokioinen Jokioisten observatorio/Finland (ID 1201/WMO 02963) lat=60.81 lon=23.5 alt=104;;;;;;;;;;;
w_date;tmax;tmin;rain;srad;wind;dewp_tx;vprsid_tx;rhumd_tx;dewp_tn;vprsd_tn;rhum_tn
20400101;2.3;0.4;2.5;0.3;1.3;-3.8;4.6;92;-5.7;4;96
20400102;0.5;-1.4;2.9;0.5;3.2;-6.5;3.8;87;-7.6;3.4;97
20400103;-0.5;-1.8;3.4;0.4;3.8;-7.8;3.4;86;-9.1;3.1;90
20400104;-0.9;-3.4;0;0.4;0.6;-7.5;3.5;91;-10.3;2.8;95
20400105;-2.8;-9;0.3;0.5;1.3;-10.2;2.8;87;-16.9;1.6;93
20400106;1.5;-6.6;0.9;0.4;2.6;-4.8;4.3;91;-13.7;2.1;97
20400107;2.4;0.8;4;0.4;1.9;-3.6;4.7;92;-5.2;4.2;98
20400108;1.8;-1.2;0.6;0.5;1.9;-4.9;4.2;88;-7.9;3.4;95
20400109;-0.5;-1.3;1.2;0.3;1.3;-6.9;3.6;92;-8.3;3.3;93
20400110;-0.5;-10.5;0.1;0.8;1.3;-7.9;3.4;85;-18.8;1.4;92
20400111;1.6;-5.8;0.1;0.5;1.3;-6;3.9;83;-13.1;2.2;96
20400112;1.5;-0.7;0;0.4;1.9;-6.1;3.9;83;-7.7;3.4;93
20400113;3.2;-0.5;0;0.7;2.6;-3.3;4.8;89;-6.9;3.6;97
20400114;5.7;3.7;0;0.5;3.2;-1.6;5.4;82;-3;4.9;92
20400115;5.4;-2.1;0.1;0.7;2.6;-2.3;5.2;80;-9.3;3;94
20400116;-2.4;-11.4;0.9;1.4;1.9;-12.3;2.4;72;-19.8;1.3;94
20400117;2.7;-15.4;0;0.6;2.6;-4.5;4.4;85;-24.3;0.9;95
20400118;4.8;1.2;0;1.4;2.6;-3.4;4.7;77;-5.5;4.1;94
20400119;1;-10.4;0;1.7;0.6;-6.2;3.8;86;-18.5;1.4;96
20400120;0.7;-11.2;0;1.2;1.3;-6.1;3.9;89;-19.2;1.3;97
20400121;0.7;-3.1;0.1;1;1.9;-6.6;3.7;86;-10.6;2.7;93
20400122;-1.7;-3.9;0.4;0.6;1.9;-8.7;3.2;90;-11.6;2.5;93
20400123;-1.6;-3.7;0.9;0.5;2.6;-9.3;3;85;-11.3;2.6;93
20400124;-4.1;-12.2;1.5;1.3;3.8;-13;2.2;79;-22.1;1;84
20400125;-12.1;-15.3;0.3;1.4;3.2;-22.7;1;74;-25.9;0.7;82
20400126;-15.3;-20.5;0.7;2;1.3;-26.2;0.7;74;-31;0.5;88
20400127;-8.7;-19.4;0.1;2.2;1.9;-17.6;1.5;83;-29.4;0.5;91
20400128;-9.2;-20.3;0.1;2.4;1.9;-19;1.4;77;-30.6;0.5;89
20400129;-0.3;-9.4;2;1;3.2;-8.5;3.2;81;-18.1;1.5;91
20400130;-7.1;-20.1;0;2.8;1.9;-16.5;1.7;78;-29.8;0.5;94
20400131;-13;-24.3;0;2.5;0.6;-22.4;1;83;-35.3;0.3;88
20400201;-13.5;-25.8;0;1.8;1.3;-23.6;0.9;78;-37.1;0.2;88
20400202;-6.4;-21.6;0.4;2.6;1.9;-15.3;1.9;81;-32.1;0.4;90
20400203;1.4;-8.5;0.9;1.9;2.6;-5.6;4;87;-16.6;1.7;95
20400204;0.1;-5.6;0.1;1.9;1.3;-6.9;3.6;88;-13.5;2.2;94
20400205;-3;-9.2;0.1;3;0.6;-10.6;2.7;87;-17.6;1.5;94
20400206;-1.7;-9.3;0.4;2.5;1.9;-9.6;3;84;-17.5;1.5;95
20400207;-7.8;-10.8;1.1;1.9;1.9;-16.4;1.7;84;-19.9;1.3;90
20400208;-9.3;-16;0.1;3;1.9;-18.2;1.5;83;-25.9;0.7;89
20400209;-13.9;-19.9;0;3.2;1.3;-23.4;0.9;83;-30.4;0.5;88
20400210;-13.2;-22.7;0;3.5;1.3;-23;1;80;-33.6;0.4;88
20400211;-9;-22;0;3.7;1.3;-19.2;1.3;74;-32.7;0.4;90
20400212;-7.9;-19.8;0.1;3.8;0.6;-17.2;1.6;79;-30.4;0.5;88
20400213;-0.5;-17.1;1.8;1.7;2.6;-7.8;3.4;87;-26.5;0.7;95
20400214;4.3;0.3;0.7;0.9;3.2;-2;5.3;89;-6.5;3.8;97
20400215;5.7;4.5;2.1;1.3;3.8;0.6;6.4;96;-1.4;5.5;99
20400216;5.6;1.7;0.1;0.8;3.2;-1.2;5.6;85;-5;4.2;96
20400217;1.3;-4.7;0;4.8;1.9;-8.1;3.3;72;-12.6;2.3;94
20400218;2;-13.7;0;2.5;2.6;-5.1;4.2;85;-22.3;1;97
20400219;2.9;1.1;0.7;1.7;3.2;-3.4;4.8;90;-5.9;3.9;94
20400220;3.5;2.6;0;2.5;1.9;-2.5;5.1;91;-3.7;4.6;97
20400221;2;-0.8;0.1;3.1;0.6;-3.8;4.6;94;-7.7;3.4;96
20400222;1.5;-1.2;0;2.2;1.9;-4.4;4.4;94;-8.1;3.3;97
20400223;1.5;0.6;0;2.4;2.6;-4.4;4.4;94;-6;3.9;97
20400224;2.8;-2.4;0;5.4;0.6;-3.3;4.8;91;-9.2;3;98
20400225;-0.7;-5.9;0;3.9;1.3;-7.2;3.6;91;-13.6;2.1;95
20400226;0.7;-2.1;0.1;2.2;1.9;-5.3;4.1;93;-9.1;3.1;96
20400227;1.8;-0.1;0.1;2.7;1.9;-3.9;4.6;94;-6.7;3.7;97
20400228;2.3;-1.3;1.4;1.7;4.5;-4.2;4.5;88;-8.2;3.3;96
20400229;5.7;1.9;0.1;3;2.6;-2.2;5.2;77;-4.2;4.5;98
20400301;5.8;1.6;0.1;5.6;2.6;-3;4.9;72;-4.9;4.2;95
20400302;1.3;-8;2.2;3.1;2.6;-6.3;3.8;82;-15.8;1.8;95
20400303;-0.1;-6.1;0.1;6.2;2.6;-10.2;2.8;68;-14.3;2;90
20400304;-2.1;-8.7;0.1;6.3;2.6;-11.5;2.5;73;-17.4;1.6;89
20400305;-2;-9.3;1.4;5.5;1.3;-12.8;2.3;65;-18.1;1.5;89
20400306;5.4;-2.5;0;2.4;3.2;-1.4;5.5;83;-9.1;3.1;98
20400307;6.7;-1;0;8.4;3.2;-10.6;2.7;37;-10.1;2.8;79
20400308;4.9;-4.1;0;6.7;3.2;-6.3;3.8;60;-13.9;2.1;77
20400309;1.8;-4;0;8.5;3.2;-10.1;2.8;58;-13;2.2;82
20400310;1;-9.6;0;8.1;2.6;-12.5;2.3;51;-17.5;1.5;95
20400311;1.9;-8.6;0;7.2;3.8;-9.1;3.1;62;-16.9;1.6;91
20400312;1.7;-5.3;0.1;5.7;2.6;-8.1;3.3;68;-13.9;2.1;85
20400313;2.8;-3.3;0;7.9;2.6;-8.2;3.3;61;-12.1;2.4;82
20400314;7.4;-9.2;0;10;1.9;-10.1;2.8;36;-18.3;1.4;85
20400315;7.3;-13.3;0;10.8;0.6;-12.5;2.3;30;-21.8;1.1;94
20400316;8;-13.3;0.3;11.1;0.6;-12.6;2.3;28;-21.8;1.1;94
20400317;1.3;-8;0;10.1;2.6;-10.9;2.7;56;-15.8;1.8;93
20400318;-0.4;-11.6;0;10.5;1.9;-13.9;2.1;51;-20.2;1.2;90
20400319;1.1;-16.3;0;9.8;0.6;-13.3;2.2;47;-25.1;0.8;94
20400320;0.5;-17.8;0;11.7;1.3;-14.7;1.9;44;-26.9;0.7;93
20400321;-0.2;-16.5;0;11.8;1.3;-16.3;1.7;41;-25.2;0.8;95
20400322;0.6;-13.7;0;11.6;0.6;-15.2;1.9;42;-22.1;1;93
20400323;1;-16.7;0;12.4;1.3;-13.8;2.1;45;-25.4;0.8;94
20400324;2.6;-15.5;0;12.7;1.9;-14.2;2;38;-23.9;0.9;95
20400325;5.1;-12.6;0;13;1.9;-13;2.2;34;-20.7;1.2;94
20400326;4.9;-10.1;0.5;12.7;2.6;-10.6;2.7;42;-18;1.5;92
20400327;3.2;0.3;0.8;6.4;1.9;-3.8;4.6;82;-5.8;4;95
20400328;6.5;-0.6;0.3;8.3;1.9;-2.3;5.2;70;-6.9;3.7;95
20400329;11.9;2;0;11.7;3.8;-3.1;4.9;43;-4.2;4.5;93
20400330;7.9;4.1;2.4;2.6;3.2;-0.2;6;73;-1;5.7;98
20400331;6;5.2;2.3;2.9;1.9;1.3;6.7;95;0.5;6.4;100
