#Jokioinen	Jokioisten	observatorio/Finland	(ID	1201/WMO	02963)	lat=60.81	lon=23.5	alt=104
w_date	tmax	tmin	rain	srad	wind	dewp_tx	vprsid_tx	rhumd_tx	dewp_tn	vprsd_tn	rhum_tn
19800101	0.70	-1.50	1.70	0.33	1.30	-3.80	4.60	92.00	-5.70	4.00	96.00
19800102	-1.10	-3.30	2.00	0.52	3.20	-6.50	3.80	87.00	-7.60	3.40	97.00
19800103	-2.10	-3.80	2.30	0.46	3.80	-7.80	3.40	86.00	-9.10	3.10	90.00
19800104	-2.50	-5.40	0.00	0.43	0.60	-7.50	3.50	91.00	-10.30	2.80	95.00
19800105	-4.40	-11.00	0.20	0.59	1.30	-10.20	2.80	87.00	-16.90	1.60	93.00
19800106	-0.10	-8.60	0.60	0.46	2.60	-4.80	4.30	91.00	-13.70	2.10	97.00
19800107	0.80	-1.30	2.70	0.46	1.90	-3.60	4.70	92.00	-5.20	4.20	98.00
19800108	0.20	-3.30	0.40	0.56	1.90	-4.90	4.20	88.00	-7.90	3.40	95.00
19800109	-2.10	-3.40	0.80	0.33	1.30	-6.90	3.60	92.00	-8.30	3.30	93.00
19800110	-2.10	-12.60	0.10	0.91	1.30	-7.90	3.40	85.00	-18.80	1.40	92.00
19800111	-0.10	-8.00	0.10	0.52	1.30	-6.00	3.90	83.00	-13.10	2.20	96.00
19800112	-0.20	-2.90	0.00	0.40	1.90	-6.10	3.90	83.00	-7.70	3.40	93.00
19800113	1.50	-2.70	0.00	0.71	2.60	-3.30	4.80	89.00	-6.90	3.60	97.00
19800114	4.00	1.40	0.00	0.53	3.20	-1.60	5.40	82.00	-3.00	4.90	92.00
19800115	3.70	-4.40	0.10	0.76	2.60	-2.30	5.20	80.00	-9.30	3.00	94.00
19800116	-4.10	-13.70	0.60	1.53	1.90	-12.30	2.40	72.00	-19.80	1.30	94.00
19800117	1.00	-17.70	0.00	0.62	2.60	-4.50	4.40	85.00	-24.30	0.90	95.00
19800118	3.10	-1.10	0.00	1.50	2.60	-3.40	4.70	77.00	-5.50	4.10	94.00
19800119	-0.70	-12.70	0.00	1.90	0.60	-6.20	3.80	86.00	-18.50	1.40	96.00
19800120	-1.00	-13.50	0.00	1.33	1.30	-6.10	3.90	89.00	-19.20	1.30	97.00
19800121	-1.00	-5.50	0.10	1.05	1.90	-6.60	3.70	86.00	-10.60	2.70	93.00
19800122	-3.40	-6.30	0.30	0.70	1.90	-8.70	3.20	90.00	-11.60	2.50	93.00
19800123	-3.30	-6.10	0.60	0.56	2.60	-9.30	3.00	85.00	-11.30	2.60	93.00
19800124	-5.80	-14.60	1.00	1.42	3.80	-13.00	2.20	79.00	-22.10	1.00	84.00
19800125	-13.80	-17.70	0.20	1.49	3.20	-22.70	1.00	74.00	-25.90	0.70	82.00
19800126	-17.00	-22.90	0.50	2.23	1.30	-26.20	0.70	74.00	-31.00	0.50	88.00
19800127	-10.40	-21.80	0.10	2.47	1.90	-17.60	1.50	83.00	-29.40	0.50	91.00
19800128	-10.90	-22.70	0.10	2.61	1.90	-19.00	1.40	77.00	-30.60	0.50	89.00
19800129	-2.00	-11.80	1.40	1.10	3.20	-8.50	3.20	81.00	-18.10	1.50	91.00
19800130	-8.80	-22.50	0.00	3.05	1.90	-16.50	1.70	78.00	-29.80	0.50	94.00
19800131	-14.70	-26.70	0.00	2.79	0.60	-22.40	1.00	83.00	-35.30	0.30	88.00
19800201	-15.20	-28.30	0.00	2.02	1.30	-23.60	0.90	78.00	-37.10	0.20	88.00
19800202	-8.10	-24.10	0.30	2.86	1.90	-15.30	1.90	81.00	-32.10	0.40	90.00
19800203	-0.30	-11.00	0.60	2.13	2.60	-5.60	4.00	87.00	-16.60	1.70	95.00
19800204	-1.60	-8.10	0.10	2.12	1.30	-6.90	3.60	88.00	-13.50	2.20	94.00
19800205	-4.70	-11.70	0.10	3.35	0.60	-10.60	2.70	87.00	-17.60	1.50	94.00
19800206	-3.40	-11.80	0.30	2.82	1.90	-9.60	3.00	84.00	-17.50	1.50	95.00
19800207	-9.50	-13.30	0.80	2.14	1.90	-16.40	1.70	84.00	-19.90	1.30	90.00
19800208	-11.00	-18.50	0.10	3.32	1.90	-18.20	1.50	83.00	-25.90	0.70	89.00
19800209	-15.60	-22.40	0.00	3.61	1.30	-23.40	0.90	83.00	-30.40	0.50	88.00
19800210	-14.90	-25.20	0.00	3.86	1.30	-23.00	1.00	80.00	-33.60	0.40	88.00
19800211	-10.70	-24.60	0.00	4.10	1.30	-19.20	1.30	74.00	-32.70	0.40	90.00
19800212	-9.60	-22.40	0.10	4.21	0.60	-17.20	1.60	79.00	-30.40	0.50	88.00
19800213	-2.20	-19.70	1.30	1.91	2.60	-7.80	3.40	87.00	-26.50	0.70	95.00
19800214	2.60	-2.30	0.50	0.97	3.20	-2.00	5.30	89.00	-6.50	3.80	97.00
19800215	4.00	1.90	1.50	1.44	3.80	0.60	6.40	96.00	-1.40	5.50	99.00
19800216	3.90	-0.90	0.10	0.93	3.20	-1.20	5.60	85.00	-5.00	4.20	96.00
19800217	-0.30	-7.30	0.00	5.40	1.90	-8.10	3.30	72.00	-12.60	2.30	94.00
19800218	0.40	-16.20	0.00	2.80	2.60	-5.10	4.20	85.00	-22.30	1.00	97.00
19800219	1.30	-1.40	0.50	1.87	3.20	-3.40	4.80	90.00	-5.90	3.90	94.00
19800220	1.90	0.10	0.00	2.77	1.90	-2.50	5.10	91.00	-3.70	4.60	97.00
19800221	0.40	-3.30	0.10	3.44	0.60	-3.80	4.60	94.00	-7.70	3.40	96.00
19800222	-0.10	-3.70	0.00	2.47	1.90	-4.40	4.40	94.00	-8.10	3.30	97.00
19800223	-0.10	-1.90	0.00	2.73	2.60	-4.40	4.40	94.00	-6.00	3.90	97.00
19800224	1.20	-4.80	0.00	6.10	0.60	-3.30	4.80	91.00	-9.20	3.00	98.00
19800225	-2.20	-8.30	0.00	4.37	1.30	-7.20	3.60	91.00	-13.60	2.10	95.00
19800226	-0.80	-4.50	0.10	2.46	1.90	-5.30	4.10	93.00	-9.10	3.10	96.00
19800227	0.30	-2.50	0.10	2.97	1.90	-3.90	4.60	94.00	-6.70	3.70	97.00
19800228	0.80	-3.70	1.00	1.92	4.50	-4.20	4.50	88.00	-8.20	3.30	96.00
19800229	4.20	-0.40	0.10	3.37	2.60	-2.20	5.20	77.00	-4.20	4.50	98.00
19800301	4.30	-0.70	0.10	6.26	2.60	-3.00	4.90	72.00	-4.90	4.20	95.00
19800302	-0.20	-10.30	1.60	3.49	2.60	-6.30	3.80	82.00	-15.80	1.80	95.00
19800303	-1.60	-8.40	0.10	6.97	2.60	-10.20	2.80	68.00	-14.30	2.00	90.00
19800304	-3.60	-11.00	0.10	7.01	2.60	-11.50	2.50	73.00	-17.40	1.60	89.00
19800305	-3.40	-11.60	1.00	6.11	1.30	-12.80	2.30	65.00	-18.10	1.50	89.00
19800306	4.00	-4.70	0.00	2.67	3.20	-1.40	5.50	83.00	-9.10	3.10	98.00
19800307	5.30	-3.20	0.00	9.41	3.20	-10.60	2.70	37.00	-10.10	2.80	79.00
19800308	3.50	-6.30	0.00	7.42	3.20	-6.30	3.80	60.00	-13.90	2.10	77.00
19800309	0.40	-6.20	0.00	9.49	3.20	-10.10	2.80	58.00	-13.00	2.20	82.00
19800310	-0.40	-11.80	0.00	9.04	2.60	-12.50	2.30	51.00	-17.50	1.50	95.00
19800311	0.50	-10.80	0.00	8.03	3.80	-9.10	3.10	62.00	-16.90	1.60	91.00
19800312	0.30	-7.40	0.10	6.37	2.60	-8.10	3.30	68.00	-13.90	2.10	85.00
19800313	1.50	-5.40	0.00	8.74	2.60	-8.20	3.30	61.00	-12.10	2.40	82.00
19800314	6.10	-11.30	0.00	11.14	1.90	-10.10	2.80	36.00	-18.30	1.40	85.00
19800315	6.00	-15.40	0.00	12.05	0.60	-12.50	2.30	30.00	-21.80	1.10	94.00
19800316	6.70	-15.40	0.20	12.30	0.60	-12.60	2.30	28.00	-21.80	1.10	94.00
19800317	0.00	-10.00	0.00	11.20	2.60	-10.90	2.70	56.00	-15.80	1.80	93.00
19800318	-1.70	-13.60	0.00	11.56	1.90	-13.90	2.10	51.00	-20.20	1.20	90.00
19800319	-0.20	-18.30	0.00	10.75	0.60	-13.30	2.20	47.00	-25.10	0.80	94.00
19800320	-0.80	-19.80	0.00	12.84	1.30	-14.70	1.90	44.00	-26.90	0.70	93.00
19800321	-1.50	-18.50	0.00	12.87	1.30	-16.30	1.70	41.00	-25.20	0.80	95.00
19800322	-0.70	-15.60	0.00	12.59	0.60	-15.20	1.90	42.00	-22.10	1.00	93.00
